Edible,bell,smooth,white,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,smooth,white,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,flat,scaly,brown,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,grasses
Edible,sunken,fibrous,brown,False,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,convex,fibrous,brown,False,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,bell,smooth,white,True,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,scaly,yellow,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,scaly,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,convex,smooth,brown,False,none,free,crowded,broad,brown,tapering,smooth,smooth,white,white,partial,white,One,evanescent,brown,abundant,grasses
Edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,flat,scaly,brown,True,anise,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,smooth,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,bell,smooth,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,scaly,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,fibrous,brown,False,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,partial,white,One,evanescent,black,scattered,grasses
Edible,bell,smooth,yellow,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,paths
Edible,bell,scaly,white,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,convex,scaly,yellow,True,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,solitary,grasses
Edible,bell,scaly,white,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,meadows
Edible,bell,scaly,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,convex,smooth,yellow,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,convex,smooth,yellow,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,sunken,fibrous,gray,False,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,solitary,urban
Edible,convex,fibrous,white,True,almond,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,Purple,several,woods
Edible,convex,smooth,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Poisonous,convex,scaly,white,True,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,convex,scaly,yellow,True,anise,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,sunken,fibrous,gray,False,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,grasses
Edible,convex,smooth,yellow,True,anise,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,One,pendant,Purple,several,woods
Edible,sunken,fibrous,brown,False,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,several,grasses
Edible,convex,scaly,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,meadows
Poisonous,flat,scaly,brown,True,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,several,grasses
Edible,flat,smooth,gray,False,none,free,crowded,broad,black,tapering,smooth,smooth,white,white,partial,white,One,evanescent,brown,abundant,grasses
Edible,convex,smooth,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,convex,smooth,white,False,none,free,crowded,broad,brown,tapering,smooth,fibrous,white,white,partial,white,One,evanescent,black,scattered,grasses
Edible,bell,smooth,yellow,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,flat,fibrous,gray,False,none,free,crowded,broad,chocolate,tapering,smooth,smooth,white,white,partial,white,One,evanescent,brown,abundant,grasses
Edible,convex,smooth,white,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,bell,smooth,white,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,bell,smooth,white,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,bell,scaly,white,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,flat,smooth,white,True,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,Purple,several,woods
Edible,convex,scaly,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,meadows
Edible,flat,smooth,white,True,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,One,pendant,brown,several,woods
Poisonous,convex,scaly,white,True,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,flat,fibrous,white,True,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,brown,several,woods
Edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Poisonous,convex,smooth,brown,True,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,grasses
Edible,bell,smooth,yellow,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,convex,scaly,brown,True,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,paths
Edible,bell,scaly,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,sunken,fibrous,brown,False,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,flat,scaly,brown,True,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,paths
Edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,convex,fibrous,gray,False,none,free,crowded,broad,black,tapering,fibrous,fibrous,white,white,partial,white,One,evanescent,black,scattered,grasses
Edible,flat,fibrous,white,False,none,free,crowded,broad,black,tapering,smooth,fibrous,white,white,partial,white,One,evanescent,brown,abundant,grasses
Edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,meadows
Edible,bell,smooth,yellow,True,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,bell,scaly,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,convex,scaly,white,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,smooth,brown,False,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,partial,white,One,evanescent,brown,abundant,grasses
Edible,convex,scaly,white,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,sunken,fibrous,brown,False,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,several,urban
Edible,convex,smooth,white,True,almond,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,Purple,several,woods
Edible,convex,scaly,brown,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,bell,scaly,yellow,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,convex,scaly,white,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,bell,scaly,white,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,meadows
Edible,bell,smooth,yellow,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,bell,smooth,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,meadows
Edible,bell,scaly,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,convex,fibrous,brown,False,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,solitary,grasses
Edible,convex,scaly,white,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,solitary,paths
Edible,bell,smooth,white,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,bell,smooth,white,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,meadows
Edible,convex,scaly,brown,True,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,grasses
Edible,bell,smooth,white,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,fibrous,gray,False,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,bell,smooth,yellow,True,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,fibrous,yellow,True,anise,free,crowded,narrow,brown,tapering,smooth,smooth,white,white,partial,white,One,pendant,Purple,several,woods
Edible,bell,scaly,yellow,True,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,flat,scaly,yellow,True,anise,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,bell,scaly,white,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,bell,scaly,white,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,meadows
Edible,bell,scaly,yellow,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,convex,scaly,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,meadows
Edible,bell,smooth,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Poisonous,convex,scaly,white,True,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,sunken,fibrous,brown,False,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,flat,fibrous,brown,False,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,several,urban
Edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,flat,scaly,brown,True,almond,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,scattered,paths
Poisonous,convex,scaly,white,True,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,bell,smooth,white,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,flat,fibrous,gray,False,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,several,urban
Edible,bell,scaly,yellow,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
Edible,convex,scaly,brown,True,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,One,pendant,brown,solitary,paths
Edible,convex,fibrous,white,False,none,free,crowded,broad,pink,tapering,smooth,fibrous,white,white,partial,white,One,evanescent,black,scattered,grasses
Edible,convex,smooth,white,True,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,brown,several,woods
Edible,bell,smooth,white,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,flat,smooth,yellow,True,almond,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,One,pendant,brown,several,woods
Edible,convex,smooth,yellow,True,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,meadows
Edible,flat,fibrous,gray,False,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,solitary,urban
Edible,bell,smooth,yellow,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,smooth,white,True,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,meadows
Edible,convex,scaly,white,True,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,meadows
Edible,flat,smooth,white,True,almond,free,crowded,narrow,brown,tapering,smooth,smooth,white,white,partial,white,One,pendant,brown,several,woods
Edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,scattered,grasses
Edible,bell,smooth,white,True,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,scattered,grasses
Edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,One,pendant,black,numerous,grasses
Edible,convex,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,fibrous,smooth,white,white,partial,white,One,evanescent,black,scattered,grasses
Edible,flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,One,pendant,black,solitary,paths
Poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,several,urban
Edible,bell,smooth,white,True,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,One,pendant,brown,numerous,grasses
